ID_Denuncia,FechaDenuncia,HoraDenuncia,TipoRobo,ZonaHecho,NombreDenunciante,EdadDenunciante,GeneroDenunciante,DescripcionHecho,MedioPrueba,UnidadInvestigacion,EstadoCaso,SospechosoIdentificado,MontoEstimadoPerdido,ReincidenciaZona
FELCC-01713,2025-05-07,15:34:00,Robo a comercio,El Alto 1ra,Leticia Torrent Llabrés,34,Masculino,"Occaecati ratione tenetur culpa ullam quaerat quae hic. Reiciendis optio laboriosam assumenda quos distinctio recusandae aut.
Vitae cum debitis veritatis illum.",Cámara de seguridad,División Cibercrimen,Derivado a fiscalía,Sí,23470,Baja
FELCC-01714,2025-05-07,21:54:28,Robo en vía pública,Zona Sur,Maite Elba Ojeda Machado,39,Femenino,Repudiandae unde minima adipisci culpa. Consectetur dolores laboriosam doloremque deleniti labore. Minima velit adipisci impedit quidem aliquam.,Huella digital,Unidad de Robo de Vehículos,Cerrado,Sí,18665,Baja
FELCC-01715,2025-05-07,23:01:34,Robo a comercio,El Alto 1ra,Jeremías Asenjo Colom,69,Masculino,Ea error commodi quaerat. Aut dicta aspernatur autem. Ipsam optio molestiae repudiandae magnam asperiores.,Reconocimiento visual,División Cibercrimen,Con detenido,Sí,30513,Baja
FELCC-01716,2025-05-07,01:25:20,Robo a comercio,Miraflores,Baudelio Hurtado Pablo,20,Femenino,Harum fugit quibusdam accusantium occaecati. Totam accusantium recusandae debitis officia labore inventore. Sint totam ex harum esse.,Testigos,Unidad de Delitos Contra la Propiedad,En investigación,No,14145,Baja
FELCC-01717,2025-05-07,23:13:14,Robo a comercio,Sopocachi,Estela Ainoa Real Madrigal,32,Masculino,Aliquam vitae facere aliquam illum. Iste doloribus ut velit soluta iusto. Voluptas eum doloribus sint blanditiis ea minima omnis. Ipsa perspiciatis rerum impedit quis nesciunt.,Cámara de seguridad,Unidad de Robo de Vehículos,Derivado a fiscalía,No,37628,Baja
FELCC-01718,2025-05-07,09:34:43,Robo de vehículo,Zona Sur,Maite Romeu Girona,32,Femenino,"Fugiat temporibus odio veniam repellat cupiditate quia. Eaque nesciunt non fuga.
Ratione quas cumque. Vitae praesentium fugit quibusdam porro.",Ninguno,División Cibercrimen,En investigación,Sí,17764,Alta
FELCC-01719,2025-05-07,11:42:29,Robo de vehículo,Zona Sur,Macario Chaves Alemany,18,Masculino,Illum odit asperiores quam voluptatum dolore quia. Nam deleniti minus repellendus et. Ut illo assumenda.,Reconocimiento visual,División Cibercrimen,En investigación,Sí,25659,Media
FELCC-01720,2025-05-07,05:05:08,Robo de vehículo,Zona Sur,Azeneth Calderon González,32,Masculino,Impedit repellat optio nostrum exercitationem occaecati hic. Dignissimos architecto neque dolores ratione necessitatibus ipsa corporis.,Huella digital,Unidad de Robo de Vehículos,Con detenido,Sí,25207,Media
FELCC-01721,2025-05-07,09:49:24,Robo a comercio,Miraflores,Plinio Moll Blanca,59,Femenino,"Vel molestias id velit velit cupiditate adipisci veniam. Quae id voluptate velit nobis incidunt quia repudiandae.
Debitis corporis praesentium laudantium excepturi deserunt animi.",Reconocimiento visual,Unidad de Delitos Contra la Propiedad,Sin pistas,Sí,710,Baja
FELCC-01722,2025-05-07,07:50:52,Robo a comercio,Zona Sur,Jose Miguel Graciano Valverde Pardo,48,Femenino,Odit quo reiciendis esse. Ratione doloremque excepturi atque. Culpa mollitia unde eligendi est labore.,Ninguno,División Cibercrimen,Con detenido,Sí,45108,Baja
FELCC-01723,2025-05-07,11:59:44,Robo de vehículo,Villa El Carmen,Isabela Aguilera Blasco,67,Femenino,"Inventore cum maxime quaerat minima illo. Sint dolor maxime quibusdam.
Odio expedita recusandae voluptas illo.",Ninguno,Unidad de Robo de Vehículos,Con detenido,No,18693,Media
FELCC-01724,2025-05-07,05:58:11,Robo en vía pública,Villa El Carmen,Áurea Aguirre Mendizábal,45,Femenino,Earum modi excepturi a ad quam. Amet ullam facere. Magnam quas facilis ad quisquam error.,Huella digital,División Cibercrimen,Sin pistas,Sí,39021,Media
FELCC-01725,2025-05-07,02:02:01,Robo a comercio,Sopocachi,Felicidad Posada,26,Femenino,"Praesentium perspiciatis commodi iste sequi quidem dolore.
Id molestias consequuntur recusandae delectus temporibus. Eaque perspiciatis earum eaque quas iusto laudantium.",Reconocimiento visual,Unidad de Delitos Contra la Propiedad,Con detenido,Sí,3710,Media
FELCC-01726,2025-05-07,06:53:06,Robo de vehículo,El Alto 1ra,Laura Alegre Plaza,57,Femenino,Magni assumenda iusto veniam eum ullam. Ducimus voluptatem consequatur laudantium exercitationem neque ex.,Testigos,Unidad de Robo de Vehículos,En investigación,Sí,39622,Media
FELCC-01727,2025-05-07,21:08:59,Robo a mano armada,Centro La Paz,Amalia del Murillo,63,Femenino,Accusantium repudiandae placeat quaerat ea explicabo modi. Quia omnis magnam aspernatur. Nesciunt quia sint perferendis doloremque. Vel nulla aliquid incidunt laudantium.,Cámara de seguridad,División Cibercrimen,Derivado a fiscalía,Sí,16060,Media
FELCC-01728,2025-05-07,05:56:40,Robo domiciliario,Sopocachi,Lisandro Sarmiento Echeverría,55,Femenino,Eveniet sequi impedit aliquam qui sequi perspiciatis. At iste libero occaecati. At dolor quisquam quaerat odit consequuntur aut fugit.,Ninguno,Unidad de Robo de Vehículos,Cerrado,Sí,17585,Media
FELCC-01729,2025-05-07,18:27:30,Robo a comercio,Miraflores,Laura Solís Cases,46,Masculino,Minus temporibus sed veniam impedit blanditiis aspernatur. Voluptatem ut eveniet commodi dicta debitis suscipit. Rerum possimus tenetur laborum.,Reconocimiento visual,Unidad de Delitos Contra la Propiedad,En investigación,Sí,34139,Media
FELCC-01730,2025-05-07,13:34:48,Robo domiciliario,Miraflores,Emiliano Valcárcel Velasco,42,Femenino,Commodi vitae accusantium aperiam eos laudantium minima. Quibusdam quidem eos ea dicta itaque iusto. Alias nemo sint id fugit iusto dolorum.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Sin pistas,No,41557,Alta
FELCC-01731,2025-05-07,20:07:33,Robo a comercio,El Alto 1ra,Régulo del Pallarès,65,Femenino,Inventore quod sint quae voluptatem. Earum sequi impedit. Quaerat id repellendus voluptates repellat consequatur commodi sapiente.,Cámara de seguridad,Unidad de Robo de Vehículos,Derivado a fiscalía,No,42322,Baja
FELCC-01732,2025-05-07,07:23:03,Robo a mano armada,Villa El Carmen,Moisés Orozco-Bilbao,63,Masculino,"Mollitia consequatur corporis. Natus aliquid ea veritatis minus fugit.
Beatae pariatur voluptatem illo ut cupiditate blanditiis. Porro sint facere natus accusamus inventore.",Ninguno,Unidad de Robo de Vehículos,Sin pistas,Sí,17584,Baja
FELCC-01733,2025-05-07,09:38:58,Robo en vía pública,Centro La Paz,Jeremías Peña Arana,22,Femenino,"At exercitationem ipsum blanditiis. Blanditiis asperiores aliquam aspernatur. Quos consectetur eius illo.
Modi voluptas qui eos excepturi nobis.",Testigos,Unidad de Delitos Contra la Propiedad,Sin pistas,No,33150,Baja
FELCC-01734,2025-05-07,19:01:50,Robo a mano armada,Centro La Paz,José María Conde-Durán,70,Masculino,Ducimus commodi eius repudiandae similique mollitia eveniet. Eaque est officiis eos tempora deleniti.,Reconocimiento visual,Unidad de Robo de Vehículos,Cerrado,Sí,24883,Baja
FELCC-01735,2025-05-07,01:19:07,Robo de vehículo,Miraflores,María Carmen Fuente Villena,28,Masculino,"Maiores cum aliquam necessitatibus a dolore quo.
Cupiditate explicabo delectus temporibus nemo. Dolore deleniti nesciunt fuga facere. Suscipit vitae quidem distinctio eos.",Testigos,Unidad de Delitos Contra la Propiedad,En investigación,Sí,28437,Media
FELCC-01736,2025-05-07,16:17:55,Robo en vía pública,El Alto 1ra,Reyes Jimenez Sanmiguel,71,Femenino,Tempore repellendus ipsum blanditiis provident. Aspernatur voluptatum repudiandae magnam est totam non. Pariatur temporibus rerum laborum.,Huella digital,Unidad de Delitos Contra la Propiedad,Sin pistas,Sí,15374,Baja
FELCC-01737,2025-05-07,10:56:37,Robo de vehículo,Villa El Carmen,Marisol Martí Miguel,65,Masculino,"Nisi tempore quasi dolorem. Libero natus distinctio odio rem.
At voluptatum expedita labore iste repellat. Dolorem saepe asperiores cum temporibus.",Huella digital,Unidad de Delitos Contra la Propiedad,Con detenido,Sí,23750,Baja
FELCC-01738,2025-05-07,17:08:41,Robo en vía pública,Villa El Carmen,Encarnita Vargas,68,Masculino,"Illo dolores nesciunt culpa autem nesciunt dicta. Modi rerum nulla expedita numquam consectetur.
Repellendus ab consequuntur aut. A quibusdam aspernatur rerum.",Ninguno,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,Sí,28178,Baja
FELCC-01739,2025-05-07,05:35:33,Robo domiciliario,Centro La Paz,Jose Antonio del Castejón,25,Masculino,Quisquam laboriosam cum nesciunt nobis. Et nesciunt ullam voluptas harum veniam. Accusamus eius dolorem necessitatibus ut.,Huella digital,Unidad de Robo de Vehículos,Cerrado,Sí,6509,Baja
FELCC-01740,2025-05-07,12:24:00,Robo en vía pública,El Alto 1ra,Valero Díaz-Cantero,27,Femenino,Consequatur ipsam eos saepe aspernatur hic. Quidem laudantium fuga id odit reiciendis voluptatum. Suscipit vero fugit repudiandae tenetur.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,No,25445,Media
FELCC-01741,2025-05-07,10:32:09,Robo a comercio,Centro La Paz,Toni Mendizábal,30,Femenino,Perferendis ducimus nostrum iste quaerat sit nesciunt. Excepturi facilis necessitatibus vitae iusto quisquam placeat. Provident illum necessitatibus debitis.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,En investigación,Sí,48654,Baja
FELCC-01742,2025-05-07,22:51:01,Robo a comercio,Villa El Carmen,Eustaquio Ariño Carpio,57,Masculino,"Recusandae exercitationem nemo minima dolor magnam. Esse illum voluptatem.
Soluta libero totam impedit facere. Non dolorum aliquid nobis dolorem pariatur eligendi.",Ninguno,Unidad de Robo de Vehículos,Derivado a fiscalía,No,21574,Alta
FELCC-01743,2025-05-07,15:11:52,Robo de vehículo,El Alto 1ra,Verónica Carrión Malo,18,Femenino,"Odit minima itaque cum temporibus. Quisquam consequuntur amet at blanditiis vero.
Dolorum inventore quis unde dolorum ipsa. Repudiandae sed aspernatur in at illo.",Reconocimiento visual,División Cibercrimen,Con detenido,No,17795,Baja
FELCC-01744,2025-05-07,22:41:55,Robo de vehículo,Zona Sur,Gloria Luna,41,Femenino,Adipisci consequatur veniam recusandae. Quidem consectetur eos dolore. Dolorum voluptatem qui quis nulla.,Huella digital,Unidad de Robo de Vehículos,Con detenido,Sí,39190,Media
FELCC-01745,2025-05-07,15:58:47,Robo de vehículo,Villa El Carmen,Máximo Moraleda-Hernandez,21,Masculino,Optio enim architecto. Adipisci fuga repudiandae est tempora amet. Aut dolore voluptates.,Ninguno,División Cibercrimen,Con detenido,Sí,26999,Alta
FELCC-01746,2025-05-07,09:43:03,Robo en vía pública,Miraflores,Epifanio Cervantes Seco,33,Femenino,"Dolorum ipsum dolorem assumenda officia. Accusantium sed cumque qui voluptatum doloremque mollitia.
Aperiam recusandae non hic odit.",Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Cerrado,Sí,18556,Media
FELCC-01747,2025-05-07,05:32:10,Robo a mano armada,Zona Sur,Imelda de Carrera,36,Femenino,Voluptate maiores dicta maxime harum delectus nesciunt. Officia perspiciatis maxime incidunt similique animi. Laboriosam perferendis ad. Tempora accusantium explicabo ea.,Ninguno,División Cibercrimen,Con detenido,No,28139,Media
FELCC-01748,2025-05-07,03:35:21,Robo a mano armada,El Alto 1ra,Herminia Sanjuan,58,Femenino,Alias deleniti eveniet quasi. Sed doloribus architecto nostrum.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,No,1082,Baja
FELCC-01749,2025-05-07,06:07:43,Robo a comercio,Villa El Carmen,Javier Aguiló-Rivas,58,Femenino,Earum quo veniam dignissimos distinctio. Alias possimus error error magni hic velit. Atque cum totam fugiat. At modi quae facilis odit neque facilis.,Testigos,Unidad de Delitos Contra la Propiedad,Sin pistas,Sí,19141,Alta
FELCC-01750,2025-05-07,23:52:09,Robo a comercio,Sopocachi,Cristóbal Solsona Cámara,71,Femenino,Fuga sequi ab cupiditate. Nobis dolorem ullam ratione repellat commodi. Dignissimos eum voluptatem accusamus facere. Possimus expedita eos possimus magni eaque eius voluptas.,Huella digital,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,Sí,4748,Alta
FELCC-01751,2025-05-07,03:13:32,Robo a mano armada,El Alto 1ra,Ciriaco del Lumbreras,55,Femenino,"Debitis voluptatem nesciunt. Optio earum inventore odio error.
Repellat labore adipisci eveniet sequi omnis. Asperiores culpa perspiciatis. Ducimus vitae ipsa.",Cámara de seguridad,Unidad de Robo de Vehículos,Derivado a fiscalía,Sí,11488,Baja
FELCC-01752,2025-05-07,18:01:56,Robo en vía pública,Villa El Carmen,Carmelo Manso Canals,70,Masculino,"Molestiae natus quidem quas. Enim ipsa delectus sed voluptas.
Quidem laborum quo minima ea. Voluptas porro architecto. Eos quis sed esse.",Ninguno,División Cibercrimen,Sin pistas,No,18942,Alta
FELCC-01753,2025-05-07,10:27:55,Robo domiciliario,Villa El Carmen,María Manuela Manu Requena Ibañez,47,Masculino,Beatae sequi quaerat accusamus suscipit delectus voluptatem. Repudiandae voluptatum quos quod. Deserunt magni laudantium ab ut laudantium odio.,Ninguno,Unidad de Robo de Vehículos,Con detenido,No,2588,Alta
FELCC-01754,2025-05-07,13:31:16,Robo domiciliario,Zona Sur,Pío Almansa-Torrens,36,Masculino,Ipsam eaque necessitatibus sapiente aliquam tempora illo. Perferendis rem animi perferendis sapiente ratione.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Sin pistas,No,12732,Media
FELCC-01755,2025-05-07,22:09:19,Robo domiciliario,Villa El Carmen,Víctor Águila Salamanca,57,Masculino,"Numquam quos quam totam quo optio pariatur. Laboriosam tempora blanditiis repellendus.
Ipsum voluptas neque fuga. Voluptatibus nobis quod dolor dolorem labore explicabo.",Reconocimiento visual,Unidad de Delitos Contra la Propiedad,En investigación,No,35991,Alta
FELCC-01756,2025-05-07,17:40:24,Robo de vehículo,El Alto 1ra,Feliciana Juárez Gallardo,53,Femenino,Deserunt saepe ullam id voluptate facilis commodi distinctio. Praesentium maiores quidem excepturi illum temporibus.,Testigos,División Cibercrimen,Cerrado,Sí,19916,Media
FELCC-01757,2025-05-07,12:03:58,Robo de vehículo,El Alto 1ra,Epifanio Pinto Puente,33,Masculino,"Mollitia maxime ab. Id aliquid repellat animi. Aperiam minus sequi soluta assumenda.
Illum delectus itaque. Eum minima perferendis autem. Odio iure ipsam illum ea hic.",Testigos,División Cibercrimen,Cerrado,Sí,32684,Media
FELCC-01758,2025-05-07,11:19:18,Robo en vía pública,El Alto 1ra,Mayte Palmer Morell,68,Masculino,Voluptatum error consectetur necessitatibus asperiores. Vitae voluptatem esse quisquam. Labore maxime nisi perspiciatis nostrum praesentium quo accusamus.,Huella digital,División Cibercrimen,En investigación,No,14036,Alta
FELCC-01759,2025-05-07,20:50:08,Robo de vehículo,Sopocachi,Rosario Murcia Cantón,46,Femenino,Consequatur aperiam atque aut molestiae eligendi dignissimos. Officia tempore porro.,Ninguno,Unidad de Robo de Vehículos,Sin pistas,Sí,45981,Alta
FELCC-01760,2025-05-07,00:36:01,Robo de vehículo,Sopocachi,Susana Cuadrado Abellán,44,Femenino,Commodi officia explicabo quo ullam sequi veritatis autem. Sequi unde quia quos dolorem dolore quis. Iste accusantium ipsam iure similique ipsam.,Reconocimiento visual,División Cibercrimen,Con detenido,Sí,27764,Media
FELCC-01761,2025-05-07,06:33:04,Robo de vehículo,Miraflores,Cosme Rojas Peral,44,Femenino,Dolores reprehenderit minima excepturi dolorem. Dolore reiciendis rem exercitationem ut ipsum magnam corporis. Eos fugiat debitis suscipit.,Huella digital,Unidad de Robo de Vehículos,Con detenido,No,4936,Baja
FELCC-01762,2025-05-07,13:56:06,Robo domiciliario,Sopocachi,Isa del Zamorano,22,Masculino,"Pariatur laboriosam reiciendis voluptate. Rerum nostrum quasi modi asperiores nihil inventore. Ea amet quam voluptatem.
Ratione quo ut perferendis.
Dolore quae suscipit.",Reconocimiento visual,División Cibercrimen,Con detenido,Sí,47593,Media
FELCC-01763,2025-05-07,05:35:29,Robo a comercio,Zona Sur,Pastora Gaya Montenegro,47,Masculino,Minus repellendus cumque quidem reprehenderit et. Occaecati tenetur at adipisci quas.,Huella digital,Unidad de Robo de Vehículos,Sin pistas,No,41706,Media
FELCC-01764,2025-05-07,06:03:48,Robo a comercio,Miraflores,María Luisa Girón-Chaparro,61,Femenino,"A soluta amet optio. Vel recusandae recusandae est blanditiis.
Repellat tenetur animi dolorum aliquam nisi soluta.",Reconocimiento visual,Unidad de Delitos Contra la Propiedad,En investigación,Sí,19507,Baja
FELCC-01765,2025-05-07,09:47:43,Robo a mano armada,Sopocachi,Luis Miguel Castells Heredia,33,Femenino,Ducimus quasi incidunt autem exercitationem. Omnis amet nam explicabo. Quidem consequatur autem quod cumque quisquam natus. Esse a iste voluptate possimus similique.,Reconocimiento visual,Unidad de Delitos Contra la Propiedad,Con detenido,Sí,3290,Media
FELCC-01766,2025-05-07,14:54:53,Robo a comercio,Centro La Paz,Agapito del Plana,69,Masculino,Et minus commodi perferendis. Sunt minus quos sed ducimus consectetur ut. Amet magni deserunt eos temporibus veniam libero occaecati.,Huella digital,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,Sí,14470,Baja
FELCC-01767,2025-05-07,02:11:29,Robo en vía pública,Centro La Paz,Chus Alcalde Gomez,65,Masculino,Dolor doloribus illum incidunt aliquam facilis ipsam. Impedit nihil quibusdam suscipit similique unde adipisci.,Testigos,Unidad de Robo de Vehículos,Con detenido,Sí,28158,Alta
FELCC-01768,2025-05-07,07:47:25,Robo de vehículo,Centro La Paz,Eladio Salamanca,69,Femenino,Voluptatum nihil sed ut id ex quos. Iusto esse aliquam quam ut magnam. Labore laboriosam nulla dolore.,Reconocimiento visual,Unidad de Robo de Vehículos,Sin pistas,Sí,39665,Baja
FELCC-01769,2025-05-07,07:01:42,Robo de vehículo,Miraflores,Graciana Sainz Muro,43,Femenino,Blanditiis excepturi illo earum. Odio ad unde sequi. Culpa iure harum modi earum itaque quibusdam.,Ninguno,División Cibercrimen,Derivado a fiscalía,Sí,41549,Media
FELCC-01770,2025-05-07,01:10:59,Robo a mano armada,Villa El Carmen,Carlota Abellán Cordero,35,Masculino,"Earum repellat iusto ad fugiat. Velit velit quia voluptatibus.
Quo incidunt dicta adipisci repellendus corrupti. Facere rem corrupti cumque fugiat dolores.",Testigos,Unidad de Robo de Vehículos,Derivado a fiscalía,No,24596,Baja
FELCC-01771,2025-05-07,12:46:32,Robo a mano armada,Miraflores,Loreto Barroso,74,Masculino,Eaque eveniet facilis iusto officiis tenetur. Facere debitis consequuntur nisi temporibus asperiores rerum.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,Sí,36398,Alta
FELCC-01772,2025-05-07,13:34:57,Robo a comercio,Villa El Carmen,Josefa Blanch Pera,30,Masculino,"Eius nihil rem sunt odit. Praesentium laboriosam nobis laudantium. Expedita culpa voluptates.
Soluta nulla pariatur. Odit molestiae totam impedit minus nostrum cum dolorum.",Reconocimiento visual,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,Sí,28069,Alta
